"Strain","Plasmid","Replicate","Inducer","Media","Type","Plate","well","time","OD600","row","column"
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",20535.959,0.3703,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",20535.959,0.5102,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",20535.959,0.2817,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",20535.959,0.45,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",20535.959,0.159,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",20535.959,0.3494,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",20535.959,0.2947,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",20535.959,0.1465,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",20535.959,0.1435,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",20535.959,0.1335,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",20535.959,0.1367,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",20535.959,0.1255,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",20535.959,0.124,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",20535.959,0.0989,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",20535.959,0.0822,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",20535.959,0.0959,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",20535.959,0.0888,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",20535.959,0.1215,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",20535.959,0.0805,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",20535.959,0.1729,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",20535.959,0.1629,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",20535.959,0.1632,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",20535.959,0.1726,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",20535.959,0.1578,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",20535.959,0.1398,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",20535.959,0.1697,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",20535.959,0.1149,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",20535.959,0.1638,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",20535.959,0.1317,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",20535.959,0.1617,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",20535.959,0.1157,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",20535.959,0.1106,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",20535.959,0.1636,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",20535.959,0.1731,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",20535.959,0.1836,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",20535.959,0.1618,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",20535.959,0.1727,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",20535.959,0.1685,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",20535.959,0.1444,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",20535.959,0.1513,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",20535.959,0.1563,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",20535.959,0.136,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",20535.959,0.1368,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",20535.959,0.1318,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",20535.959,0.1908,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",20535.959,0.1492,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",20535.959,0.1509,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",20535.959,0.1777,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",20535.959,0.1883,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",20535.959,0.1882,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",20535.959,0.2411,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",20535.959,0.1017,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",20535.959,0.1585,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",20535.959,0.1964,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",20535.959,0.1962,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",20535.959,0.168,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",20535.959,0.1658,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",20535.959,0.1654,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",20535.959,0.1621,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",20535.959,0.1632,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",20535.959,0.1714,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",20535.959,0.1851,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",20535.959,0.1604,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",20535.959,0.17,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",20535.959,0.1566,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",20535.959,0.159,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",20535.959,0.1384,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",20535.959,0.4421,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",20535.959,0.2998,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",20535.959,0.5209,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",20535.959,0.476,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",20535.959,0.3951,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",20535.959,0.4814,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",20535.959,0.3922,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",20535.959,0.134,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",20535.959,0.3437,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",20535.959,0.1922,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",20535.959,0.238,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",20535.959,0.2724,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",20535.959,0.1095,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",20535.959,0.1341,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",20535.959,0.0983,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",20535.959,0.0984,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",20535.959,0.0914,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",20535.959,0.1271,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",20535.959,0.0898,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",20535.959,0.0875,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",20535.959,0.0793,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",20535.959,0.0794,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",20535.959,0.0798,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",20535.959,0.0775,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",21158.256,0.5582,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",21158.256,0.3049,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",21158.256,0.4417,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",21158.256,0.2121,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",21158.256,0.4249,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",21158.256,0.411,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",21158.256,0.5073,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",21158.256,0.3194,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",21158.256,0.4959,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",21158.256,0.1588,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",21158.256,0.379,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",21158.256,0.3569,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",21158.256,0.1466,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",21158.256,0.1374,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",21158.256,0.1353,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",21158.256,0.1371,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",21158.256,0.1306,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",21158.256,0.126,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",21158.256,0.0985,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",21158.256,0.0876,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",21158.256,0.0978,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",21158.256,0.0899,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",21158.256,0.12,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",21158.256,0.0832,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",21158.256,0.1729,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",21158.256,0.1641,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",21158.256,0.1667,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",21158.256,0.1685,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",21158.256,0.1692,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",21158.256,0.1427,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",21158.256,0.1757,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",21158.256,0.1208,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",21158.256,0.1721,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",21158.256,0.1332,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",21158.256,0.1744,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",21158.256,0.1116,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",21158.256,0.1118,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",21158.256,0.1719,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",21158.256,0.1746,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",21158.256,0.1766,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",21158.256,0.1654,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",21158.256,0.1778,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",21158.256,0.1768,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",21158.256,0.1514,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",21158.256,0.157,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",21158.256,0.1594,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",21158.256,0.1522,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",21158.256,0.1377,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",21158.256,0.122,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",21158.256,0.1977,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",21158.256,0.1496,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",21158.256,0.1509,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",21158.256,0.1826,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",21158.256,0.191,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",21158.256,0.1999,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",21158.256,0.2634,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",21158.256,0.1069,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",21158.256,0.1165,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",21158.256,0.2066,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",21158.256,0.2151,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",21158.256,0.1687,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",21158.256,0.1652,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",21158.256,0.1671,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",21158.256,0.1578,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",21158.256,0.1654,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",21158.256,0.1725,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",21158.256,0.1922,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",21158.256,0.1497,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",21158.256,0.1696,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",21158.256,0.18,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",21158.256,0.1657,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",21158.256,0.1424,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",21158.256,0.4557,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",21158.256,0.32,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",21158.256,0.5238,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",21158.256,0.5023,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",21158.256,0.42,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",21158.256,0.5116,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",21158.256,0.3978,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",21158.256,0.1477,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",21158.256,0.377,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",21158.256,0.2254,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",21158.256,0.2401,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",21158.256,0.2954,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",21158.256,0.1061,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",21158.256,0.1342,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",21158.256,0.087,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",21158.256,0.096,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",21158.256,0.0829,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",21158.256,0.1136,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",21158.256,0.0898,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",21158.256,0.089,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",21158.256,0.0791,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",21158.256,0.0819,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",21158.256,0.0879,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",21158.256,0.0782,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",21780.555,0.5981,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",21780.555,0.3495,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",21780.555,0.4864,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",21780.555,0.2279,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",21780.555,0.513,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",21780.555,0.4276,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",21780.555,0.5664,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",21780.555,0.3272,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",21780.555,0.5289,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",21780.555,0.2093,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",21780.555,0.4062,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",21780.555,0.3911,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",21780.555,0.1475,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",21780.555,0.1369,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",21780.555,0.1364,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",21780.555,0.1374,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",21780.555,0.1322,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",21780.555,0.1275,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",21780.555,0.0954,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",21780.555,0.0857,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",21780.555,0.0938,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",21780.555,0.0832,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",21780.555,0.1138,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",21780.555,0.0846,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",21780.555,0.1737,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",21780.555,0.1666,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",21780.555,0.1716,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",21780.555,0.1731,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",21780.555,0.1665,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",21780.555,0.1447,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",21780.555,0.182,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",21780.555,0.1595,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",21780.555,0.1786,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",21780.555,0.1391,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",21780.555,0.1767,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",21780.555,0.1093,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",21780.555,0.1128,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",21780.555,0.1683,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",21780.555,0.1763,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",21780.555,0.1778,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",21780.555,0.1698,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",21780.555,0.1806,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",21780.555,0.1863,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",21780.555,0.1499,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",21780.555,0.1661,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",21780.555,0.1782,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",21780.555,0.1758,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",21780.555,0.1465,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",21780.555,0.123,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",21780.555,0.202,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",21780.555,0.1526,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",21780.555,0.1509,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",21780.555,0.185,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",21780.555,0.2001,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",21780.555,0.2107,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",21780.555,0.2458,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",21780.555,0.1141,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",21780.555,0.1248,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",21780.555,0.2152,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",21780.555,0.2115,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",21780.555,0.1705,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",21780.555,0.1644,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",21780.555,0.1683,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",21780.555,0.1591,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",21780.555,0.1674,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",21780.555,0.1734,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",21780.555,0.2051,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",21780.555,0.1713,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",21780.555,0.1688,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",21780.555,0.1998,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",21780.555,0.1349,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",21780.555,0.1499,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",21780.555,0.4743,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",21780.555,0.3452,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",21780.555,0.5582,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",21780.555,0.5325,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",21780.555,0.4471,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",21780.555,0.529,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",21780.555,0.3627,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",21780.555,0.1798,"G",8
